448,1230,2329,3700,4807,6049,7053,7836,8617
605,1515,2856,4315,5753,6880,7944,8631,9147
534,1598,2953,4344,5793,6962,7951,8744,9202
580,1597,3001,4374,5741,7044,8016,8773,9230
548,1718,2973,4482,5836,6971,8029,8730,9241
